truth_date,country,snapshot_date,value,age,revision_status,week_in_season,revision_amount
2024-10-06,GR,2025-01-17,603.6,14,0,6,0.0
2025-01-12,GR,2025-01-17,1618.2,0,0,20,0.0
2025-01-05,GR,2025-01-17,1404.2,1,0,19,0.0
2024-12-29,GR,2025-01-17,1020.9,2,0,18,0.0
2024-12-22,GR,2025-01-17,851.6,3,0,17,0.0
2024-12-15,GR,2025-01-17,728.6,4,0,16,0.0
2024-12-08,GR,2025-01-17,734.7,5,0,15,0.0
2024-12-01,GR,2025-01-17,718.8,6,0,14,0.0
2024-11-24,GR,2025-01-17,677.0,7,0,13,0.0
2024-11-17,GR,2025-01-17,679.7,8,0,12,0.0
2024-11-10,GR,2025-01-17,694.8,9,0,11,0.0
2024-11-03,GR,2025-01-17,610.8,10,0,10,0.0
2024-10-27,GR,2025-01-17,412.1,11,0,9,0.0
2024-10-20,GR,2025-01-17,706.9,12,0,8,0.0
2024-10-13,GR,2025-01-17,614.3,13,0,7,0.0
2024-10-06,GR,2025-01-17,603.6,14,0,6,0.0
2025-01-19,GR,2025-01-24,1291.8,0,0,21,0.0
2025-01-12,GR,2025-01-24,1618.2,1,0,20,0.0
2025-01-05,GR,2025-01-24,1404.2,2,0,19,0.0
2024-12-29,GR,2025-01-24,1020.9,3,0,18,0.0
2024-12-22,GR,2025-01-24,851.6,4,0,17,0.0
2024-12-15,GR,2025-01-24,728.6,5,0,16,0.0
2024-12-08,GR,2025-01-24,734.7,6,0,15,0.0
2024-12-01,GR,2025-01-24,718.8,7,0,14,0.0
2024-11-24,GR,2025-01-24,677.0,8,0,13,0.0
2024-11-17,GR,2025-01-24,679.7,9,0,12,0.0
2024-11-10,GR,2025-01-24,694.8,10,0,11,0.0
2024-11-03,GR,2025-01-24,610.8,11,0,10,0.0
2024-10-27,GR,2025-01-24,412.1,12,0,9,0.0
2024-10-20,GR,2025-01-24,706.9,13,0,8,0.0
2024-10-13,GR,2025-01-24,614.3,14,0,7,0.0
2024-10-06,GR,2025-01-24,603.6,15,0,6,0.0
2025-01-19,GR,2025-01-24,1291.8,0,0,21,0.0
2025-01-12,GR,2025-01-24,1618.2,1,0,20,0.0
2025-01-05,GR,2025-01-24,1404.2,2,0,19,0.0
2024-12-29,GR,2025-01-24,1020.9,3,0,18,0.0
2024-12-22,GR,2025-01-24,851.6,4,0,17,0.0
2024-12-15,GR,2025-01-24,728.6,5,0,16,0.0
2024-12-08,GR,2025-01-24,734.7,6,0,15,0.0
2024-12-01,GR,2025-01-24,718.8,7,0,14,0.0
2024-11-24,GR,2025-01-24,677.0,8,0,13,0.0
2024-11-17,GR,2025-01-24,679.7,9,0,12,0.0
2024-11-10,GR,2025-01-24,694.8,10,0,11,0.0
2024-11-03,GR,2025-01-24,610.8,11,0,10,0.0
2024-10-27,GR,2025-01-24,412.1,12,0,9,0.0
2024-10-20,GR,2025-01-24,706.9,13,0,8,0.0
2024-10-13,GR,2025-01-24,614.3,14,0,7,0.0
2024-10-06,GR,2025-01-24,603.6,15,0,6,0.0
2025-01-26,GR,2025-01-31,1442.4,0,0,22,0.0
2025-01-19,GR,2025-01-31,1291.8,1,0,21,0.0
2025-01-12,GR,2025-01-31,1618.2,2,0,20,0.0
2025-01-05,GR,2025-01-31,1404.2,3,0,19,0.0
2024-12-29,GR,2025-01-31,1020.9,4,0,18,0.0
2024-12-22,GR,2025-01-31,851.6,5,0,17,0.0
2024-12-15,GR,2025-01-31,728.6,6,0,16,0.0
2024-12-08,GR,2025-01-31,734.7,7,0,15,0.0
2024-12-01,GR,2025-01-31,718.8,8,0,14,0.0
2024-11-24,GR,2025-01-31,677.0,9,0,13,0.0
2024-11-17,GR,2025-01-31,679.7,10,0,12,0.0
2024-11-10,GR,2025-01-31,694.8,11,0,11,0.0
2024-11-03,GR,2025-01-31,610.8,12,0,10,0.0
2024-10-27,GR,2025-01-31,412.1,13,0,9,0.0
2024-10-20,GR,2025-01-31,706.9,14,0,8,0.0
2024-10-13,GR,2025-01-31,614.3,15,0,7,0.0
2024-10-06,GR,2025-01-31,603.6,16,0,6,0.0
2025-01-26,GR,2025-01-31,1442.4,0,0,22,0.0
2025-01-19,GR,2025-01-31,1291.8,1,0,21,0.0
2025-01-12,GR,2025-01-31,1618.2,2,0,20,0.0
2025-01-05,GR,2025-01-31,1404.2,3,0,19,0.0
2024-12-29,GR,2025-01-31,1020.9,4,0,18,0.0
2024-12-22,GR,2025-01-31,851.6,5,0,17,0.0
2024-12-15,GR,2025-01-31,728.6,6,0,16,0.0
2024-12-08,GR,2025-01-31,734.7,7,0,15,0.0
2024-12-01,GR,2025-01-31,718.8,8,0,14,0.0
2024-11-24,GR,2025-01-31,677.0,9,0,13,0.0
2024-11-17,GR,2025-01-31,679.7,10,0,12,0.0
2024-11-10,GR,2025-01-31,694.8,11,0,11,0.0
2024-11-03,GR,2025-01-31,610.8,12,0,10,0.0
2024-10-27,GR,2025-01-31,412.1,13,0,9,0.0
2024-10-20,GR,2025-01-31,706.9,14,0,8,0.0
2024-10-13,GR,2025-01-31,614.3,15,0,7,0.0
2024-10-06,GR,2025-01-31,603.6,16,0,6,0.0
2025-02-02,GR,2025-02-07,1362.1,0,0,23,0.0
2025-01-26,GR,2025-02-07,1442.4,1,0,22,0.0
2025-01-19,GR,2025-02-07,1291.8,2,0,21,0.0
2025-01-12,GR,2025-02-07,1618.2,3,0,20,0.0
2025-01-05,GR,2025-02-07,1404.2,4,0,19,0.0
2024-12-29,GR,2025-02-07,1020.9,5,0,18,0.0
2024-12-22,GR,2025-02-07,851.6,6,0,17,0.0
2024-12-15,GR,2025-02-07,728.6,7,0,16,0.0
2024-12-08,GR,2025-02-07,734.7,8,0,15,0.0
2024-12-01,GR,2025-02-07,718.8,9,0,14,0.0
2024-11-24,GR,2025-02-07,677.0,10,0,13,0.0
2024-11-17,GR,2025-02-07,679.7,11,0,12,0.0
2024-11-10,GR,2025-02-07,694.8,12,0,11,0.0
2024-11-03,GR,2025-02-07,610.8,13,0,10,0.0
2024-10-27,GR,2025-02-07,412.1,14,0,9,0.0
2024-10-20,GR,2025-02-07,706.9,15,0,8,0.0
2024-10-13,GR,2025-02-07,614.3,16,0,7,0.0
2024-10-06,GR,2025-02-07,603.6,17,0,6,0.0
2025-02-02,GR,2025-02-07,1362.1,0,0,23,0.0
2025-01-26,GR,2025-02-07,1442.4,1,0,22,0.0
2025-01-19,GR,2025-02-07,1291.8,2,0,21,0.0
2025-01-12,GR,2025-02-07,1618.2,3,0,20,0.0
2025-01-05,GR,2025-02-07,1404.2,4,0,19,0.0
2024-12-29,GR,2025-02-07,1020.9,5,0,18,0.0
2024-12-22,GR,2025-02-07,851.6,6,0,17,0.0
2024-12-15,GR,2025-02-07,728.6,7,0,16,0.0
2024-12-08,GR,2025-02-07,734.7,8,0,15,0.0
2024-12-01,GR,2025-02-07,718.8,9,0,14,0.0
2024-11-24,GR,2025-02-07,677.0,10,0,13,0.0
2024-11-17,GR,2025-02-07,679.7,11,0,12,0.0
2024-11-10,GR,2025-02-07,694.8,12,0,11,0.0
2024-11-03,GR,2025-02-07,610.8,13,0,10,0.0
2024-10-27,GR,2025-02-07,412.1,14,0,9,0.0
2024-10-20,GR,2025-02-07,706.9,15,0,8,0.0
2024-10-13,GR,2025-02-07,614.3,16,0,7,0.0
2024-10-06,GR,2025-02-07,603.6,17,0,6,0.0
2025-02-09,GR,2025-02-14,1180.4,0,0,24,0.0
2025-02-02,GR,2025-02-14,1362.1,1,0,23,0.0
2025-01-26,GR,2025-02-14,1442.4,2,0,22,0.0
2025-01-19,GR,2025-02-14,1291.8,3,0,21,0.0
2025-01-12,GR,2025-02-14,1618.2,4,0,20,0.0
2025-01-05,GR,2025-02-14,1404.2,5,0,19,0.0
2024-12-29,GR,2025-02-14,1020.9,6,0,18,0.0
2024-12-22,GR,2025-02-14,851.6,7,0,17,0.0
2024-12-15,GR,2025-02-14,728.6,8,0,16,0.0
2024-12-08,GR,2025-02-14,734.7,9,0,15,0.0
2024-12-01,GR,2025-02-14,718.8,10,0,14,0.0
2024-11-24,GR,2025-02-14,677.0,11,0,13,0.0
2024-11-17,GR,2025-02-14,679.7,12,0,12,0.0
2024-11-10,GR,2025-02-14,694.8,13,0,11,0.0
2024-11-03,GR,2025-02-14,610.8,14,0,10,0.0
2024-10-27,GR,2025-02-14,412.1,15,0,9,0.0
2024-10-20,GR,2025-02-14,706.9,16,0,8,0.0
2024-10-13,GR,2025-02-14,614.3,17,0,7,0.0
2024-10-06,GR,2025-02-14,603.6,18,0,6,0.0
2025-02-09,GR,2025-02-14,1180.4,0,0,24,0.0
2025-02-02,GR,2025-02-14,1362.1,1,0,23,0.0
2025-01-26,GR,2025-02-14,1442.4,2,0,22,0.0
2025-01-19,GR,2025-02-14,1291.8,3,0,21,0.0
2025-01-12,GR,2025-02-14,1618.2,4,0,20,0.0
2025-01-05,GR,2025-02-14,1404.2,5,0,19,0.0
2024-12-29,GR,2025-02-14,1020.9,6,0,18,0.0
2024-12-22,GR,2025-02-14,851.6,7,0,17,0.0
2024-12-15,GR,2025-02-14,728.6,8,0,16,0.0
2024-12-08,GR,2025-02-14,734.7,9,0,15,0.0
2024-12-01,GR,2025-02-14,718.8,10,0,14,0.0
2024-11-24,GR,2025-02-14,677.0,11,0,13,0.0
2024-11-17,GR,2025-02-14,679.7,12,0,12,0.0
2024-11-10,GR,2025-02-14,694.8,13,0,11,0.0
2024-11-03,GR,2025-02-14,610.8,14,0,10,0.0
2024-10-27,GR,2025-02-14,412.1,15,0,9,0.0
2024-10-20,GR,2025-02-14,706.9,16,0,8,0.0
2024-10-13,GR,2025-02-14,614.3,17,0,7,0.0
2024-10-06,GR,2025-02-14,603.6,18,0,6,0.0
2025-02-16,GR,2025-02-21,1112.1,0,0,25,0.0
2025-02-09,GR,2025-02-21,1180.4,1,0,24,0.0
2025-02-02,GR,2025-02-21,1362.1,2,0,23,0.0
2025-01-26,GR,2025-02-21,1442.4,3,0,22,0.0
2025-01-19,GR,2025-02-21,1291.8,4,0,21,0.0
2025-01-12,GR,2025-02-21,1618.2,5,0,20,0.0
2025-01-05,GR,2025-02-21,1404.2,6,0,19,0.0
2024-12-29,GR,2025-02-21,1020.9,7,0,18,0.0
2024-12-22,GR,2025-02-21,851.6,8,0,17,0.0
2024-12-15,GR,2025-02-21,728.6,9,0,16,0.0
2024-12-08,GR,2025-02-21,734.7,10,0,15,0.0
2024-12-01,GR,2025-02-21,718.8,11,0,14,0.0
2024-11-24,GR,2025-02-21,677.0,12,0,13,0.0
2024-11-17,GR,2025-02-21,679.7,13,0,12,0.0
2024-11-10,GR,2025-02-21,694.8,14,0,11,0.0
2024-11-03,GR,2025-02-21,610.8,15,0,10,0.0
2024-10-27,GR,2025-02-21,412.1,16,0,9,0.0
2024-10-20,GR,2025-02-21,706.9,17,0,8,0.0
2024-10-13,GR,2025-02-21,614.3,18,0,7,0.0
2024-10-06,GR,2025-02-21,603.6,19,0,6,0.0
2025-02-16,GR,2025-02-21,1112.1,0,0,25,0.0
2025-02-09,GR,2025-02-21,1180.4,1,0,24,0.0
2025-02-02,GR,2025-02-21,1362.1,2,0,23,0.0
2025-01-26,GR,2025-02-21,1442.4,3,0,22,0.0
2025-01-19,GR,2025-02-21,1291.8,4,0,21,0.0
2025-01-12,GR,2025-02-21,1618.2,5,0,20,0.0
2025-01-05,GR,2025-02-21,1404.2,6,0,19,0.0
2024-12-29,GR,2025-02-21,1020.9,7,0,18,0.0
2024-12-22,GR,2025-02-21,851.6,8,0,17,0.0
2024-12-15,GR,2025-02-21,728.6,9,0,16,0.0
2024-12-08,GR,2025-02-21,734.7,10,0,15,0.0
2024-12-01,GR,2025-02-21,718.8,11,0,14,0.0
2024-11-24,GR,2025-02-21,677.0,12,0,13,0.0
2024-11-17,GR,2025-02-21,679.7,13,0,12,0.0
2024-11-10,GR,2025-02-21,694.8,14,0,11,0.0
2024-11-03,GR,2025-02-21,610.8,15,0,10,0.0
2024-10-27,GR,2025-02-21,412.1,16,0,9,0.0
2024-10-20,GR,2025-02-21,706.9,17,0,8,0.0
2024-10-13,GR,2025-02-21,614.3,18,0,7,0.0
2024-10-06,GR,2025-02-21,603.6,19,0,6,0.0
2025-02-23,GR,2025-02-28,1436.4,0,0,26,0.0
2025-02-16,GR,2025-02-28,1112.1,1,0,25,0.0
2025-02-09,GR,2025-02-28,1180.4,2,0,24,0.0
2025-02-02,GR,2025-02-28,1362.1,3,0,23,0.0
2025-01-26,GR,2025-02-28,1442.4,4,0,22,0.0
2025-01-19,GR,2025-02-28,1291.8,5,0,21,0.0
2025-01-12,GR,2025-02-28,1618.2,6,0,20,0.0
2025-01-05,GR,2025-02-28,1404.2,7,0,19,0.0
2024-12-29,GR,2025-02-28,1020.9,8,0,18,0.0
2024-12-22,GR,2025-02-28,851.6,9,0,17,0.0
2024-12-15,GR,2025-02-28,728.6,10,0,16,0.0
2024-12-08,GR,2025-02-28,734.7,11,0,15,0.0
2024-12-01,GR,2025-02-28,718.8,12,0,14,0.0
2024-11-24,GR,2025-02-28,677.0,13,0,13,0.0
2024-11-17,GR,2025-02-28,679.7,14,0,12,0.0
2024-11-10,GR,2025-02-28,694.8,15,0,11,0.0
2024-11-03,GR,2025-02-28,610.8,16,0,10,0.0
2024-10-27,GR,2025-02-28,412.1,17,0,9,0.0
2024-10-20,GR,2025-02-28,706.9,18,0,8,0.0
2024-10-13,GR,2025-02-28,614.3,19,0,7,0.0
2024-10-06,GR,2025-02-28,603.6,20,0,6,0.0
2025-02-23,GR,2025-02-28,1436.4,0,0,26,0.0
2025-02-16,GR,2025-02-28,1112.1,1,0,25,0.0
2025-02-09,GR,2025-02-28,1180.4,2,0,24,0.0
2025-02-02,GR,2025-02-28,1362.1,3,0,23,0.0
2025-01-26,GR,2025-02-28,1442.4,4,0,22,0.0
2025-01-19,GR,2025-02-28,1291.8,5,0,21,0.0
2025-01-12,GR,2025-02-28,1618.2,6,0,20,0.0
2025-01-05,GR,2025-02-28,1404.2,7,0,19,0.0
2024-12-29,GR,2025-02-28,1020.9,8,0,18,0.0
2024-12-22,GR,2025-02-28,851.6,9,0,17,0.0
2024-12-15,GR,2025-02-28,728.6,10,0,16,0.0
2024-12-08,GR,2025-02-28,734.7,11,0,15,0.0
2024-12-01,GR,2025-02-28,718.8,12,0,14,0.0
2024-11-24,GR,2025-02-28,677.0,13,0,13,0.0
2024-11-17,GR,2025-02-28,679.7,14,0,12,0.0
2024-11-10,GR,2025-02-28,694.8,15,0,11,0.0
2024-11-03,GR,2025-02-28,610.8,16,0,10,0.0
2024-10-27,GR,2025-02-28,412.1,17,0,9,0.0
2024-10-20,GR,2025-02-28,706.9,18,0,8,0.0
2024-10-13,GR,2025-02-28,614.3,19,0,7,0.0
2024-10-06,GR,2025-02-28,603.6,20,0,6,0.0
2025-03-02,GR,2025-03-07,1275.2,0,0,27,0.0
2025-02-23,GR,2025-03-07,1436.4,1,0,26,0.0
2025-02-16,GR,2025-03-07,1112.1,2,0,25,0.0
2025-02-09,GR,2025-03-07,1180.4,3,0,24,0.0
2025-02-02,GR,2025-03-07,1362.1,4,0,23,0.0
2025-01-26,GR,2025-03-07,1442.4,5,0,22,0.0
2025-01-19,GR,2025-03-07,1291.8,6,0,21,0.0
2025-01-12,GR,2025-03-07,1618.2,7,0,20,0.0
2025-01-05,GR,2025-03-07,1404.2,8,0,19,0.0
2024-12-29,GR,2025-03-07,1020.9,9,0,18,0.0
2024-12-22,GR,2025-03-07,851.6,10,0,17,0.0
2024-12-15,GR,2025-03-07,728.6,11,0,16,0.0
2024-12-08,GR,2025-03-07,734.7,12,0,15,0.0
2024-12-01,GR,2025-03-07,718.8,13,0,14,0.0
2024-11-24,GR,2025-03-07,677.0,14,0,13,0.0
2024-11-17,GR,2025-03-07,679.7,15,0,12,0.0
2024-11-10,GR,2025-03-07,694.8,16,0,11,0.0
2024-11-03,GR,2025-03-07,610.8,17,0,10,0.0
2024-10-27,GR,2025-03-07,412.1,18,0,9,0.0
2024-10-20,GR,2025-03-07,706.9,19,0,8,0.0
2024-10-13,GR,2025-03-07,614.3,20,0,7,0.0
2024-10-06,GR,2025-03-07,603.6,21,0,6,0.0
2025-03-02,GR,2025-03-07,1275.2,0,0,27,0.0
2025-02-23,GR,2025-03-07,1436.4,1,0,26,0.0
2025-02-16,GR,2025-03-07,1112.1,2,0,25,0.0
2025-02-09,GR,2025-03-07,1180.4,3,0,24,0.0
2025-02-02,GR,2025-03-07,1362.1,4,0,23,0.0
2025-01-26,GR,2025-03-07,1442.4,5,0,22,0.0
2025-01-19,GR,2025-03-07,1291.8,6,0,21,0.0
2025-01-12,GR,2025-03-07,1618.2,7,0,20,0.0
2025-01-05,GR,2025-03-07,1404.2,8,0,19,0.0
2024-12-29,GR,2025-03-07,1020.9,9,0,18,0.0
2024-12-22,GR,2025-03-07,851.6,10,0,17,0.0
2024-12-15,GR,2025-03-07,728.6,11,0,16,0.0
2024-12-08,GR,2025-03-07,734.7,12,0,15,0.0
2024-12-01,GR,2025-03-07,718.8,13,0,14,0.0
2024-11-24,GR,2025-03-07,677.0,14,0,13,0.0
2024-11-17,GR,2025-03-07,679.7,15,0,12,0.0
2024-11-10,GR,2025-03-07,694.8,16,0,11,0.0
2024-11-03,GR,2025-03-07,610.8,17,0,10,0.0
2024-10-27,GR,2025-03-07,412.1,18,0,9,0.0
2024-10-20,GR,2025-03-07,706.9,19,0,8,0.0
2024-10-13,GR,2025-03-07,614.3,20,0,7,0.0
2024-10-06,GR,2025-03-07,603.6,21,0,6,0.0
2024-10-06,HU,2024-10-11,192.5,0,0,6,0.0
2024-10-06,HU,2024-10-11,192.5,0,0,6,0.0
2024-10-13,HU,2024-10-18,213.2,0,0,7,0.0
2024-10-06,HU,2024-10-18,192.5,1,0,6,0.0
2024-10-13,HU,2024-10-18,213.2,0,0,7,0.0
2024-10-06,HU,2024-10-18,192.5,1,0,6,0.0
2024-10-20,HU,2024-10-25,209.4,0,0,8,0.0
2024-10-13,HU,2024-10-25,213.2,1,0,7,0.0
2024-10-06,HU,2024-10-25,192.5,2,0,6,0.0
2024-10-20,HU,2024-10-25,209.4,0,0,8,0.0
2024-10-13,HU,2024-10-25,213.2,1,0,7,0.0
2024-10-06,HU,2024-10-25,192.5,2,0,6,0.0
2024-11-03,HU,2024-11-08,141.3,0,0,10,0.0
2024-10-27,HU,2024-11-08,178.4,1,0,9,0.0
2024-10-20,HU,2024-11-08,209.4,2,0,8,0.0
2024-10-13,HU,2024-11-08,213.2,3,0,7,0.0
2024-10-06,HU,2024-11-08,192.5,4,0,6,0.0
2024-11-03,HU,2024-11-08,141.3,0,0,10,0.0
2024-10-27,HU,2024-11-08,178.4,1,0,9,0.0
2024-10-20,HU,2024-11-08,209.4,2,0,8,0.0
2024-10-13,HU,2024-11-08,213.2,3,0,7,0.0
2024-10-06,HU,2024-11-08,192.5,4,0,6,0.0
2024-11-10,HU,2024-11-15,190.5,0,0,11,0.0
2024-11-03,HU,2024-11-15,141.3,1,0,10,0.0
2024-10-27,HU,2024-11-15,178.4,2,0,9,0.0
2024-10-20,HU,2024-11-15,209.4,3,0,8,0.0
2024-10-13,HU,2024-11-15,213.2,4,0,7,0.0
2024-10-06,HU,2024-11-15,192.5,5,0,6,0.0
2024-11-10,HU,2024-11-15,190.5,0,0,11,0.0
2024-11-03,HU,2024-11-15,141.3,1,0,10,0.0
2024-10-27,HU,2024-11-15,178.4,2,0,9,0.0
2024-10-20,HU,2024-11-15,209.4,3,0,8,0.0
2024-10-13,HU,2024-11-15,213.2,4,0,7,0.0
2024-10-06,HU,2024-11-15,192.5,5,0,6,0.0
2024-11-17,HU,2024-11-22,187.0,0,0,12,0.0
2024-11-10,HU,2024-11-22,190.5,1,0,11,0.0
2024-11-03,HU,2024-11-22,141.3,2,0,10,0.0
2024-10-27,HU,2024-11-22,178.4,3,0,9,0.0
2024-10-20,HU,2024-11-22,209.4,4,0,8,0.0
2024-10-13,HU,2024-11-22,213.2,5,0,7,0.0
2024-10-06,HU,2024-11-22,192.5,6,0,6,0.0
2024-11-17,HU,2024-11-22,187.0,0,0,12,0.0
2024-11-10,HU,2024-11-22,190.5,1,0,11,0.0
2024-11-03,HU,2024-11-22,141.3,2,0,10,0.0
2024-10-27,HU,2024-11-22,178.4,3,0,9,0.0
2024-10-20,HU,2024-11-22,209.4,4,0,8,0.0
2024-10-13,HU,2024-11-22,213.2,5,0,7,0.0
2024-10-06,HU,2024-11-22,192.5,6,0,6,0.0
2024-11-24,HU,2024-11-29,208.3,0,0,13,0.0
2024-11-17,HU,2024-11-29,187.0,1,0,12,0.0
2024-11-10,HU,2024-11-29,190.5,2,0,11,0.0
2024-11-03,HU,2024-11-29,141.3,3,0,10,0.0
2024-10-27,HU,2024-11-29,178.4,4,0,9,0.0
2024-10-20,HU,2024-11-29,209.4,5,0,8,0.0
2024-10-13,HU,2024-11-29,213.2,6,0,7,0.0
2024-10-06,HU,2024-11-29,192.5,7,0,6,0.0
2024-11-24,HU,2024-11-29,208.3,0,0,13,0.0
2024-11-17,HU,2024-11-29,187.0,1,0,12,0.0
2024-11-10,HU,2024-11-29,190.5,2,0,11,0.0
2024-11-03,HU,2024-11-29,141.3,3,0,10,0.0
2024-10-27,HU,2024-11-29,178.4,4,0,9,0.0
2024-10-20,HU,2024-11-29,209.4,5,0,8,0.0
2024-10-13,HU,2024-11-29,213.2,6,0,7,0.0
2024-10-06,HU,2024-11-29,192.5,7,0,6,0.0
2024-12-01,HU,2024-12-06,237.8,0,0,14,0.0
2024-11-24,HU,2024-12-06,208.3,1,0,13,0.0
2024-11-17,HU,2024-12-06,187.0,2,0,12,0.0
2024-11-10,HU,2024-12-06,190.5,3,0,11,0.0
2024-11-03,HU,2024-12-06,141.3,4,0,10,0.0
2024-10-27,HU,2024-12-06,178.4,5,0,9,0.0
2024-10-20,HU,2024-12-06,209.4,6,0,8,0.0
2024-10-13,HU,2024-12-06,213.2,7,0,7,0.0
2024-10-06,HU,2024-12-06,192.5,8,0,6,0.0
2024-12-01,HU,2024-12-06,237.8,0,0,14,0.0
2024-11-24,HU,2024-12-06,208.3,1,0,13,0.0
2024-11-17,HU,2024-12-06,187.0,2,0,12,0.0
2024-11-10,HU,2024-12-06,190.5,3,0,11,0.0
2024-11-03,HU,2024-12-06,141.3,4,0,10,0.0
2024-10-27,HU,2024-12-06,178.4,5,0,9,0.0
2024-10-20,HU,2024-12-06,209.4,6,0,8,0.0
2024-10-13,HU,2024-12-06,213.2,7,0,7,0.0
2024-10-06,HU,2024-12-06,192.5,8,0,6,0.0
2024-12-08,HU,2024-12-13,243.4,0,0,15,0.0
2024-12-01,HU,2024-12-13,237.8,1,0,14,0.0
2024-11-24,HU,2024-12-13,208.3,2,0,13,0.0
2024-11-17,HU,2024-12-13,187.0,3,0,12,0.0
2024-11-10,HU,2024-12-13,190.5,4,0,11,0.0
2024-11-03,HU,2024-12-13,141.3,5,0,10,0.0
2024-10-27,HU,2024-12-13,178.4,6,0,9,0.0
2024-10-20,HU,2024-12-13,209.4,7,0,8,0.0
2024-10-13,HU,2024-12-13,213.2,8,0,7,0.0
2024-10-06,HU,2024-12-13,192.5,9,0,6,0.0
2024-12-08,HU,2024-12-13,243.4,0,0,15,0.0
2024-12-01,HU,2024-12-13,237.8,1,0,14,0.0
2024-11-24,HU,2024-12-13,208.3,2,0,13,0.0
2024-11-17,HU,2024-12-13,187.0,3,0,12,0.0
2024-11-10,HU,2024-12-13,190.5,4,0,11,0.0
2024-11-03,HU,2024-12-13,141.3,5,0,10,0.0
2024-10-27,HU,2024-12-13,178.4,6,0,9,0.0
2024-10-20,HU,2024-12-13,209.4,7,0,8,0.0
2024-10-13,HU,2024-12-13,213.2,8,0,7,0.0
2024-10-06,HU,2024-12-13,192.5,9,0,6,0.0
2024-12-15,HU,2024-12-20,280.6,0,0,16,0.0
2024-12-08,HU,2024-12-20,243.4,1,0,15,0.0
2024-12-01,HU,2024-12-20,237.8,2,0,14,0.0
2024-11-24,HU,2024-12-20,208.3,3,0,13,0.0
2024-11-17,HU,2024-12-20,187.0,4,0,12,0.0
2024-11-10,HU,2024-12-20,190.5,5,0,11,0.0
2024-11-03,HU,2024-12-20,141.3,6,0,10,0.0
2024-10-27,HU,2024-12-20,178.4,7,0,9,0.0
2024-10-20,HU,2024-12-20,209.4,8,0,8,0.0
2024-10-13,HU,2024-12-20,213.2,9,0,7,0.0
2024-10-06,HU,2024-12-20,192.5,10,0,6,0.0
2024-12-15,HU,2024-12-20,280.6,0,0,16,0.0
2024-12-08,HU,2024-12-20,243.4,1,0,15,0.0
2024-12-01,HU,2024-12-20,237.8,2,0,14,0.0
2024-11-24,HU,2024-12-20,208.3,3,0,13,0.0
2024-11-17,HU,2024-12-20,187.0,4,0,12,0.0
2024-11-10,HU,2024-12-20,190.5,5,0,11,0.0
2024-11-03,HU,2024-12-20,141.3,6,0,10,0.0
2024-10-27,HU,2024-12-20,178.4,7,0,9,0.0
2024-10-20,HU,2024-12-20,209.4,8,0,8,0.0
2024-10-13,HU,2024-12-20,213.2,9,0,7,0.0
2024-10-06,HU,2024-12-20,192.5,10,0,6,0.0
2024-12-15,HU,2025-01-03,280.6,2,0,16,0.0
2024-12-08,HU,2025-01-03,243.4,3,0,15,0.0
2024-12-01,HU,2025-01-03,237.8,4,0,14,0.0
2024-11-24,HU,2025-01-03,208.3,5,0,13,0.0
2024-11-17,HU,2025-01-03,187.0,6,0,12,0.0
2024-11-10,HU,2025-01-03,190.5,7,0,11,0.0
2024-11-03,HU,2025-01-03,141.3,8,0,10,0.0
2024-10-27,HU,2025-01-03,178.4,9,0,9,0.0
2024-10-20,HU,2025-01-03,209.4,10,0,8,0.0
2024-10-13,HU,2025-01-03,213.2,11,0,7,0.0
2024-10-06,HU,2025-01-03,192.5,12,0,6,0.0
2024-12-15,HU,2025-01-03,280.6,2,0,16,0.0
2024-12-08,HU,2025-01-03,243.4,3,0,15,0.0
2024-12-01,HU,2025-01-03,237.8,4,0,14,0.0
2024-11-24,HU,2025-01-03,208.3,5,0,13,0.0
2024-11-17,HU,2025-01-03,187.0,6,0,12,0.0
2024-11-10,HU,2025-01-03,190.5,7,0,11,0.0
2024-11-03,HU,2025-01-03,141.3,8,0,10,0.0
2024-10-27,HU,2025-01-03,178.4,9,0,9,0.0
2024-10-20,HU,2025-01-03,209.4,10,0,8,0.0
2024-10-13,HU,2025-01-03,213.2,11,0,7,0.0
2024-10-06,HU,2025-01-03,192.5,12,0,6,0.0
2025-01-05,HU,2025-01-10,207.4,0,0,19,0.0
2024-12-15,HU,2025-01-10,280.6,3,0,16,0.0
2024-12-08,HU,2025-01-10,243.4,4,0,15,0.0
2024-12-01,HU,2025-01-10,237.8,5,0,14,0.0
2024-11-24,HU,2025-01-10,208.3,6,0,13,0.0
2024-11-17,HU,2025-01-10,187.0,7,0,12,0.0
2024-11-10,HU,2025-01-10,190.5,8,0,11,0.0
2024-11-03,HU,2025-01-10,141.3,9,0,10,0.0
2024-10-27,HU,2025-01-10,178.4,10,0,9,0.0
2024-10-20,HU,2025-01-10,209.4,11,0,8,0.0
2024-10-13,HU,2025-01-10,213.2,12,0,7,0.0
2024-10-06,HU,2025-01-10,192.5,13,0,6,0.0
2025-01-05,HU,2025-01-10,207.4,0,0,19,0.0
2024-12-15,HU,2025-01-10,280.6,3,0,16,0.0
2024-12-08,HU,2025-01-10,243.4,4,0,15,0.0
2024-12-01,HU,2025-01-10,237.8,5,0,14,0.0
2024-11-24,HU,2025-01-10,208.3,6,0,13,0.0
2024-11-17,HU,2025-01-10,187.0,7,0,12,0.0
2024-11-10,HU,2025-01-10,190.5,8,0,11,0.0
